Plate,Plate ID,Well,Well Number,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Term Source 2 REF,Term Source 2 Accession,Cell Type,Gene Symbol,Comment [Gene Comments],Gene Identifier,RefSeq Accession,RefSeq GI Number,Control Type,Duplex Number 1,Duplex Number 2,Duplex Number 3,Duplex Number 4,Reagent Design Gene Annotation Build,Analysis Gene Annotation Build,Comment [Image File Path]
Hs578T_Val-2649c,2649c,B5,17,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MTA1,,9112,NM_004689,115527079,,,D-004127-02,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649c
Hs578T_Val-2649a,2649a,B2,14,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MTA1,,9112,NM_004689,115527079,,,,D-004127-04,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649a
Hs578T_Val-2649d,2649d,B2,14,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MTA1,,9112,NM_004689,115527079,,,,D-004127-04,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649d
Hs578T_Val-2649b,2649b,B4,16,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MTA1,,9112,NM_004689,115527079,,D-004127-01,,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649b
Hs578T_Val-2649a,2649a,B5,17,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MTA1,,9112,NM_004689,115527079,,,D-004127-02,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649a
Hs578T_Val-2649d,2649d,B5,17,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MTA1,,9112,NM_004689,115527079,,,D-004127-02,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649d
Hs578T_Val-2649d,2649d,B4,16,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MTA1,,9112,NM_004689,115527079,,D-004127-01,,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649d
Hs578T_Val-2649b,2649b,B5,17,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MTA1,,9112,NM_004689,115527079,,,D-004127-02,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649b
Hs578T_Val-2649c,2649c,B4,16,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MTA1,,9112,NM_004689,115527079,,D-004127-01,,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2649c
MDA231_Val-2649d,2649d,B3,15,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,smartpool,MTA1,,9112,NM_004689,115527079,,D-004127-01,D-004127-02,D-004127-04,D-004127-05,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2649d
MDA231_Val-2649b,2649b,B6,18,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,MTA1,,9112,NM_004689,115527079,,,,,D-004127-05,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2649b
MDA231_Val-2649d,2649d,B6,18,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,MTA1,,9112,NM_004689,115527079,,,,,D-004127-05,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2649d
MDA231_Val-2649b,2649b,B3,15,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,smartpool,MTA1,,9112,NM_004689,115527079,,D-004127-01,D-004127-02,D-004127-04,D-004127-05,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2649b
MDA231_Val-2649c,2649c,B6,18,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,MTA1,,9112,NM_004689,115527079,,,,,D-004127-05,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2649c
MDA231_Val-2649c,2649c,B3,15,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,smartpool,MTA1,,9112,NM_004689,115527079,,D-004127-01,D-004127-02,D-004127-04,D-004127-05,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2649c
MDA231_Val-2649a,2649a,B6,18,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,MTA1,,9112,NM_004689,115527079,,,,,D-004127-05,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2649a
MDA231_Val-2649a,2649a,B3,15,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,smartpool,MTA1,,9112,NM_004689,115527079,,D-004127-01,D-004127-02,D-004127-04,D-004127-05,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2649a
MDA231_Val-2649d,2649d,B2,14,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,MTA1,,9112,NM_004689,115527079,,,,D-004127-04,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2649d
MDA231_Val-2649a,2649a,B2,14,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,MTA1,,9112,NM_004689,115527079,,,,D-004127-04,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2649a
MDA231_Val-2649b,2649b,B2,14,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,MTA1,,9112,NM_004689,115527079,,,,D-004127-04,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2649b
MDA231_Val-2649d,2649d,B4,16,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,MTA1,,9112,NM_004689,115527079,,D-004127-01,,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2649d
MDA231_Val-2649b,2649b,B5,17,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,MTA1,,9112,NM_004689,115527079,,,D-004127-02,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2649b
MDA231_Val-2649c,2649c,B2,14,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,MTA1,,9112,NM_004689,115527079,,,,D-004127-04,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2649c
MDA231_Val-2649a,2649a,B4,16,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,MTA1,,9112,NM_004689,115527079,,D-004127-01,,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2649a
MDA231_Val-2649c,2649c,B4,16,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,MTA1,,9112,NM_004689,115527079,,D-004127-01,,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2649c
MDA231_Val-2649a,2649a,B5,17,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,MTA1,,9112,NM_004689,115527079,,,D-004127-02,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2649a
MDA231_Val-2649d,2649d,B5,17,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,MTA1,,9112,NM_004689,115527079,,,D-004127-02,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2649d
MDA231_Val-2649c,2649c,B5,17,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,MTA1,,9112,NM_004689,115527079,,,D-004127-02,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2649c
MDA231_Val-2649b,2649b,B4,16,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,MTA1,,9112,NM_004689,115527079,,D-004127-01,,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2649b
Hs578T_Val-2684c,2684c,H3,87,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,smartpool,MTF1,,4520,NM_005955,112790162,,D-020078-01,D-020078-02,D-020078-03,D-020078-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2684c
Hs578T_Val-2684d,2684d,H2,86,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MTF1,,4520,NM_005955,112790162,,,,,D-020078-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2684d
Hs578T_Val-2684c,2684c,H2,86,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MTF1,,4520,NM_005955,112790162,,,,,D-020078-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2684c
Hs578T_Val-2684a,2684a,H3,87,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,smartpool,MTF1,,4520,NM_005955,112790162,,D-020078-01,D-020078-02,D-020078-03,D-020078-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2684a
Hs578T_Val-2684b,2684b,H3,87,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,smartpool,MTF1,,4520,NM_005955,112790162,,D-020078-01,D-020078-02,D-020078-03,D-020078-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2684b
Hs578T_Val-2684a,2684a,H2,86,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MTF1,,4520,NM_005955,112790162,,,,,D-020078-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2684a
Hs578T_Val-2684d,2684d,H3,87,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,smartpool,MTF1,,4520,NM_005955,112790162,,D-020078-01,D-020078-02,D-020078-03,D-020078-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2684d
Hs578T_Val-2684b,2684b,H2,86,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MTF1,,4520,NM_005955,112790162,,,,,D-020078-04,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2684b
Hs578T_Val-2684b,2684b,H4,88,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MTF1,,4520,NM_005955,112790162,,,,D-020078-03,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2684b
Hs578T_Val-2684a,2684a,H4,88,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MTF1,,4520,NM_005955,112790162,,,,D-020078-03,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2684a
Hs578T_Val-2684c,2684c,H4,88,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MTF1,,4520,NM_005955,112790162,,,,D-020078-03,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2684c
Hs578T_Val-2684a,2684a,H6,90,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MTF1,,4520,NM_005955,112790162,,,D-020078-02,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2684a
Hs578T_Val-2684a,2684a,H5,89,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MTF1,,4520,NM_005955,112790162,,D-020078-01,,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2684a
Hs578T_Val-2684d,2684d,H5,89,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MTF1,,4520,NM_005955,112790162,,D-020078-01,,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2684d
Hs578T_Val-2684d,2684d,H6,90,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MTF1,,4520,NM_005955,112790162,,,D-020078-02,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2684d
Hs578T_Val-2684b,2684b,H6,90,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MTF1,,4520,NM_005955,112790162,,,D-020078-02,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2684b
Hs578T_Val-2684c,2684c,H6,90,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MTF1,,4520,NM_005955,112790162,,,D-020078-02,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2684c
Hs578T_Val-2684b,2684b,H5,89,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MTF1,,4520,NM_005955,112790162,,D-020078-01,,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2684b
Hs578T_Val-2684c,2684c,H5,89,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MTF1,,4520,NM_005955,112790162,,D-020078-01,,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2684c
MDA231_Val-2684d,2684d,H3,87,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,smartpool,MTF1,,4520,NM_005955,112790162,,D-020078-01,D-020078-02,D-020078-03,D-020078-04,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2684d
MDA231_Val-2684a,2684a,H2,86,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,MTF1,,4520,NM_005955,112790162,,,,,D-020078-04,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2684a
MDA231_Val-2684c,2684c,H3,87,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,smartpool,MTF1,,4520,NM_005955,112790162,,D-020078-01,D-020078-02,D-020078-03,D-020078-04,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2684c
MDA231_Val-2684a,2684a,H3,87,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,smartpool,MTF1,,4520,NM_005955,112790162,,D-020078-01,D-020078-02,D-020078-03,D-020078-04,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2684a
MDA231_Val-2684d,2684d,H2,86,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,MTF1,,4520,NM_005955,112790162,,,,,D-020078-04,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2684d
MDA231_Val-2684c,2684c,H2,86,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,MTF1,,4520,NM_005955,112790162,,,,,D-020078-04,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2684c
MDA231_Val-2684b,2684b,H2,86,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,MTF1,,4520,NM_005955,112790162,,,,,D-020078-04,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2684b
MDA231_Val-2684b,2684b,H3,87,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,smartpool,MTF1,,4520,NM_005955,112790162,,D-020078-01,D-020078-02,D-020078-03,D-020078-04,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2684b
MDA231_Val-2684d,2684d,H4,88,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,MTF1,,4520,NM_005955,112790162,,,,D-020078-03,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2684d
MDA231_Val-2684b,2684b,H4,88,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,MTF1,,4520,NM_005955,112790162,,,,D-020078-03,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2684b
MDA231_Val-2684c,2684c,H4,88,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,MTF1,,4520,NM_005955,112790162,,,,D-020078-03,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2684c
MDA231_Val-2684a,2684a,H5,89,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,MTF1,,4520,NM_005955,112790162,,D-020078-01,,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2684a
MDA231_Val-2684d,2684d,H5,89,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,MTF1,,4520,NM_005955,112790162,,D-020078-01,,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2684d
MDA231_Val-2684a,2684a,H6,90,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,MTF1,,4520,NM_005955,112790162,,,D-020078-02,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2684a
MDA231_Val-2684d,2684d,H6,90,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,MTF1,,4520,NM_005955,112790162,,,D-020078-02,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2684d
MDA231_Val-2684c,2684c,H6,90,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,MTF1,,4520,NM_005955,112790162,,,D-020078-02,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2684c
MDA231_Val-2684c,2684c,H5,89,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,MTF1,,4520,NM_005955,112790162,,D-020078-01,,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2684c
MDA231_Val-2684a,2684a,H4,88,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,MTF1,,4520,NM_005955,112790162,,,,D-020078-03,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2684a
MDA231_Val-2684b,2684b,H6,90,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,MTF1,,4520,NM_005955,112790162,,,D-020078-02,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2684b
MDA231_Val-2684b,2684b,H5,89,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,MTF1,,4520,NM_005955,112790162,,D-020078-01,,,,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2684b
Hs578T_Val-2585b,2585b,G10,82,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MTF2,,22823,NM_007358,141802285,,,,,D-012796-18,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2585b
Hs578T_Val-2585a,2585a,G10,82,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MTF2,,22823,NM_007358,141802285,,,,,D-012796-18,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2585a
Hs578T_Val-2585c,2585c,G11,83,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,smartpool,MTF2,,22823,NM_007358,141802285,,D-012796-02,D-012796-03,D-012796-04,D-012796-18,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2585c
Hs578T_Val-2585d,2585d,G11,83,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,smartpool,MTF2,,22823,NM_007358,141802285,,D-012796-02,D-012796-03,D-012796-04,D-012796-18,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2585d
Hs578T_Val-2585b,2585b,G11,83,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,smartpool,MTF2,,22823,NM_007358,141802285,,D-012796-02,D-012796-03,D-012796-04,D-012796-18,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2585b
Hs578T_Val-2585d,2585d,G10,82,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MTF2,,22823,NM_007358,141802285,,,,,D-012796-18,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2585d
Hs578T_Val-2585c,2585c,G10,82,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MTF2,,22823,NM_007358,141802285,,,,,D-012796-18,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2585c
Hs578T_Val-2585a,2585a,G11,83,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,smartpool,MTF2,,22823,NM_007358,141802285,,D-012796-02,D-012796-03,D-012796-04,D-012796-18,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2585a
Hs578T_Val-2585c,2585c,G8,80,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MTF2,,22823,NM_007358,141802285,,,D-012796-03,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2585c
Hs578T_Val-2585c,2585c,G9,81,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MTF2,,22823,NM_007358,141802285,,,,D-012796-04,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2585c
Hs578T_Val-2585d,2585d,G8,80,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MTF2,,22823,NM_007358,141802285,,,D-012796-03,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2585d
Hs578T_Val-2585b,2585b,G8,80,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MTF2,,22823,NM_007358,141802285,,,D-012796-03,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2585b
Hs578T_Val-2585a,2585a,G8,80,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MTF2,,22823,NM_007358,141802285,,,D-012796-03,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2585a
Hs578T_Val-2585d,2585d,G9,81,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MTF2,,22823,NM_007358,141802285,,,,D-012796-04,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2585d
Hs578T_Val-2585a,2585a,G9,81,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MTF2,,22823,NM_007358,141802285,,,,D-012796-04,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2585a
Hs578T_Val-2585b,2585b,G9,81,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MTF2,,22823,NM_007358,141802285,,,,D-012796-04,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2585b
Hs578T_Val-2585d,2585d,G7,79,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MTF2,,22823,NM_007358,141802285,,D-012796-02,,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2585d
Hs578T_Val-2585b,2585b,G7,79,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MTF2,,22823,NM_007358,141802285,,D-012796-02,,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2585b
Hs578T_Val-2585c,2585c,G7,79,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MTF2,,22823,NM_007358,141802285,,D-012796-02,,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2585c
Hs578T_Val-2585a,2585a,G7,79,Homo sapiens,NCBITaxon,NCBITaxon_9606,HS578T,EFO,EFO_0001192,single,MTF2,,22823,NM_007358,141802285,,D-012796-02,,,,,,./Validation PKT screen Hs578T/Hs578T Validation set 1/Hs578T_Val-2585a
MDA231_Val-2585c,2585c,G11,83,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,smartpool,MTF2,,22823,NM_007358,141802285,,D-012796-02,D-012796-03,D-012796-04,D-012796-18,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2585c
MDA231_Val-2585b,2585b,G11,83,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,smartpool,MTF2,,22823,NM_007358,141802285,,D-012796-02,D-012796-03,D-012796-04,D-012796-18,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2585b
MDA231_Val-2585a,2585a,G11,83,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,smartpool,MTF2,,22823,NM_007358,141802285,,D-012796-02,D-012796-03,D-012796-04,D-012796-18,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2585a
MDA231_Val-2585d,2585d,G10,82,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,MTF2,,22823,NM_007358,141802285,,,,,D-012796-18,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2585d
MDA231_Val-2585c,2585c,G10,82,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,single,MTF2,,22823,NM_007358,141802285,,,,,D-012796-18,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2585c
MDA231_Val-2585d,2585d,G11,83,Homo sapiens,NCBITaxon,NCBITaxon_9606,MDAMB231,EFO,EFO_0001209,smartpool,MTF2,,22823,NM_007358,141802285,,D-012796-02,D-012796-03,D-012796-04,D-012796-18,,,./Validation PKT screen MDA-MB-231/MDA231 Validation set 1/MDA231_Val-2585d
